row_id,Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
2494,tt0040580,Melody Time,1948,27 May 1948 (USA),"Clyde Geronimi,Wilfred Jackson","Winston Hibler,Erdman Penner","Roy Rogers,Trigger,Dennis Day","Roy Rogers,Trigger,Dennis Day,The Andrews Sisters,Fred Waring and His Pennsylvanians,Freddy Martin,Ethel Smith,Frances Langford,Buddy Clark,Bob Nolan,Sons of the Pioneers,The Dinning Sisters,Bobby Driscoll,Luana Patten",English,USA,72 min,6.5,2925.0,"26 user,11 critic","Animation,Family,Music","Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA",An anthology of animated vignettes set to contemporary music.
2511,tt0103786,Beethoven,1992,3 April 1992 (USA),Brian Levant,"John Hughes,Amy Holden Jones","Charles Grodin,Bonnie Hunt,Dean Jones","Charles Grodin,Bonnie Hunt,Dean Jones,Nicholle Tom,Christopher Castile,Sarah Rose Karr,Oliver Platt,Stanley Tucci,David Duchovny,Patricia Heaton,Laurel Cronin,O-Lan Jones,Nancy Fish,Craig Pinkard,Robi Davidson",English,USA,87 min,5.5,44672.0,"57 user,12 critic","Comedy,Drama,Family","1405 Milan Avenue, South Pasadena, California, USA","A slobbering St. Bernard becomes the center of attention for a loving family, but its veterinarian secretly wants to kill him."
2515,tt0085334,A Christmas Story,1983,18 November 1983 (USA),Bob Clark,"Jean Shepherd,Jean Shepherd","Peter Billingsley,Melinda Dillon,Darren McGavin","Melinda Dillon,Darren McGavin,Peter Billingsley,Scott Schwartz,Jean Shepherd,Ian Petrella,Tedde Moore,R.D. Robb,Zack Ward,Yano Anaya,Jeff Gillen,Colin Fox,Paul Hubbard,Leslie Carlson,Jim Hunter",English,"USA,Canada",94 min,8.1,99555.0,"452 user,102 critic","Comedy,Family","232 Queen St W, Toronto, Ontario, Canada","Ralphie has to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect gift for the 1940s."
2560,tt1664894,Cave of Forgotten Dreams,2010,31 August 2011 (France),Werner Herzog,Werner Herzog,"Werner Herzog,Jean Clottes,Julien Monney","Werner Herzog,Jean Clottes,Julien Monney,Jean-Michel Geneste,Michel Philippe,Gilles Tosello,Carole Fritz,Dominique Baffier,Valerie Feruglio,Nicholas Conard,Maria Malina,Wulf Hein,Maurice Maurin,Valerie Milenka Repnau","English,German,French","Canada,USA,France,Germany,UK",90 min,7.4,10176.0,"89 user,237 critic","Documentary,History","Pont d'Arc, Ardèche, France",Werner Herzog gains exclusive access to film inside the Chauvet caves of Southern France and captures the oldest known pictorial creations of humanity.
2620,tt0070047,The Exorcist,1973,26 December 1973 (USA),William Friedkin,"William Peter Blatty,William Peter Blatty","Ellen Burstyn,Max von Sydow,Linda Blair","Ellen Burstyn,Max von Sydow,Lee J. Cobb,Kitty Winn,Jack MacGowran,Jason Miller,Linda Blair,William O'Malley,Barton Heyman,Peter Masterson,Rudolf Schündler,Gina Petrushka,Robert Symonds,Arthur Storch,Thomas Bermingham","English,Latin,Greek,French,German,Arabic",USA,122 min,8.0,266322.0,"1,034 user,296 critic",Horror,"3600 Prospect Street, Georgetown, Washington, District of Columbia, USA","When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
2625,tt0093148,Harry and the Hendersons,1987,5 June 1987 (USA),William Dear,"William Dear,Bill Martin","John Lithgow,Melinda Dillon,Margaret Langrick","John Lithgow,Melinda Dillon,Margaret Langrick,Joshua Rudoy,Kevin Peter Hall,David Suchet,Lainie Kazan,Don Ameche,M. Emmet Walsh,William Ontiveros,David Richardt,Jacqueline Moscou,Laura Kenny,Richard Arnold,Sean Morgan",English,USA,110 min,5.9,22267.0,"31 user,21 critic","Comedy,Family,Fantasy",USA,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the 'body' they find it's a '..."
2671,tt0362120,Scary Movie 4,2006,14 April 2006 (USA),David Zucker,"Craig Mazin,Jim Abrahams","Anna Faris,Regina Hall,Craig Bierko","Anna Faris,Regina Hall,Craig Bierko,Bill Pullman,Anthony Anderson,Leslie Nielsen,Molly Shannon,Michael Madsen,Chris Elliott,Carmen Electra,Shaquille O'Neal,Phil McGraw,Cloris Leachman,Conchita Campbell,Beau Mirchoff",English,USA,83 min,5.1,87945.0,"411 user,150 critic","Comedy,Horror","Lion's Gate Studios, North Vancouver, British Columbia, Canada","Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien 'Tr-iPods' are invading the world and she has to uncover the secret in order to stop them."
2673,tt1605630,American Reunion,2012,6 April 2012 (USA),"Jon Hurwitz,Hayden Schlossberg","Jon Hurwitz,Hayden Schlossberg","Jason Biggs,Alyson Hannigan,Seann William Scott","Jason Biggs,Alyson Hannigan,Chris Klein,Thomas Ian Nicholas,Tara Reid,Seann William Scott,Mena Suvari,Eddie Kaye Thomas,John Cho,Jennifer Coolidge,Eugene Levy,Natasha Lyonne,Dania Ramirez,Katrina Bowden,Jay Harrington",English,USA,113 min,6.8,162613.0,"179 user,287 critic",Comedy,"Atlanta, Georgia, USA","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
2677,tt0088847,The Breakfast Club,1985,15 February 1985 (USA),John Hughes,John Hughes,"Emilio Estevez,Judd Nelson,Molly Ringwald","Emilio Estevez,Paul Gleason,Anthony Michael Hall,John Kapelos,Judd Nelson,Molly Ringwald,Ally Sheedy,Perry Crawford,Mary Christian,Ron Dean,Tim Gamble,Fran Gargano,Mercedes Hall",English,USA,97 min,7.9,233873.0,"695 user,121 critic","Comedy,Drama","Maine North High School - 9511 Harrison Street, Des Plaines, Illinois, USA","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought."
2679,tt0374900,Napoleon Dynamite,2004,27 August 2004 (USA),Jared Hess,"Jared Hess,Jerusha Hess","Jon Heder,Efren Ramirez,Jon Gries","Jon Heder,Jon Gries,Aaron Ruell,Efren Ramirez,Diedrich Bader,Tina Majorino,Sandy Martin,Haylie Duff,Trevor Snarr,Shondrella Avery,Bracken Johnson,Carmen Brady,Ellen Dubin,J.C. Cunningham,Jimmy Stevens",English,USA,96 min,6.9,151733.0,"1,449 user,219 critic",Comedy,"Sykesville, Pennsylvania, USA","A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
2719,tt0405325,Sky High,2005,29 July 2005 (USA),Mike Mitchell,"Paul Hernandez,Robert Schooley","Kurt Russell,Kelly Preston,Michael Angarano","Michael Angarano,Kurt Russell,Kelly Preston,Danielle Panabaker,Christopher Wynne,Kevin Heffernan,Dee Jay Daniels,Kelly Vitz,Loren Berman,Nicholas Braun,Malika,Khadijah,Jake Sandvig,Will Harris,Mary Elizabeth Winstead","English,Cantonese",USA,100 min,6.2,57184.0,"214 user,127 critic","Adventure,Comedy,Family","410 Prospect Cir, South Pasadena, California, USA","Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being."
2744,tt0095963,Red Heat,1988,17 June 1988 (USA),Walter Hill,"Walter Hill,Harry Kleiner","Arnold Schwarzenegger,James Belushi,Peter Boyle","Arnold Schwarzenegger,James Belushi,Peter Boyle,Ed O'Ross,Laurence Fishburne,Gina Gershon,Richard Bright,J.W. Smith,Brent Jennings,Gretchen Palmer,Pruitt Taylor Vince,Mike Hagerty,Brion James,Gloria Delaney,Peter Jason","English,Russian",USA,104 min,6.0,46262.0,"90 user,53 critic","Action,Comedy,Crime","1579 N Milwaukee Avenue, Wicker Park, West Town, Chicago, Illinois, USA",A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.
2767,tt1235837,Happily N'Ever After 2,2009,2 October 2009 (Italy),"Steven E. Gordon,Boyd Kirkland",Chris Denk,"G.K. Bowes,Kelly Brewster,Doug Erholtz","G.K. Bowes,Kelly Brewster,Doug Erholtz,Jennie Fahn,Jim Sullivan,Kate Higgins,Helen Niedwick,Lex Lang,Catherine Lavin,David Lodge,Cindy Robinson,Doug Stone,Kirk Thornton",English,"USA,Germany",75 min,3.9,1156.0,"11 user,8 critic","Animation,Adventure,Comedy",,"Fairy tales collide when Mambo and Munk tip the scales of good and evil once again. This time Princess Snow White is a misguided teenager who'd rather have fun with friends Red Riding Hood,..."
2806,tt0113613,The Last Supper,1995,5 April 1996 (USA),Stacy Title,Dan Rosen,"Cameron Diaz,Ron Eldard,Annabeth Gish","Cameron Diaz,Ron Eldard,Annabeth Gish,Jonathan Penner,Courtney B. Vance,Bill Paxton,Nora Dunn,Ron Perlman,Dan Rosen,Amber Taylor,Matt Cooper,Charles Durning,Mark Harmon,Gil Segel,Rachel Chagall",English,USA,92 min,6.8,11837.0,"111 user,31 critic","Comedy,Crime,Drama","Los Angeles, California, USA","A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs."
2847,tt0388419,Christmas with the Kranks,2004,24 November 2004 (USA),Joe Roth,"John Grisham,Chris Columbus","Tim Allen,Jamie Lee Curtis,Dan Aykroyd","Tim Allen,Jamie Lee Curtis,Dan Aykroyd,M. Emmet Walsh,Elizabeth Franz,Erik Per Sullivan,Cheech Marin,Jake Busey,Austin Pendleton,Tom Poston,Julie Gonzalo,René Lavan,Caroline Rhea,Felicity Huffman,Patrick Breen","English,Spanish",USA,99 min,5.2,24351.0,"201 user,103 critic","Comedy,Family","Chicago, Illinois, USA","With their daughter away, the Kranks decide to skip Christmas altogether until she decides to come home, causing an uproar when they have to celebrate the holiday at the last minute."
2887,tt0270560,Our Lips Are Sealed,2000,2000 (USA),Craig Shapiro,"Elizabeth Kruger,Craig Shapiro","Ashley Olsen,Mary-Kate Olsen,Jim Meskimen","Mary-Kate Olsen,Ashley Olsen,Jim Meskimen,Tamara Clatterbuck,Robert Miano,Jason Clarke,Richard Carter,Jo Phillips,Harold Hopkins,Ernie Hudson Jr.,Willie Garson,Jade Bronneberg,Ryan Clark,Scott Swalwell,Nina Schultz",English,"USA,Australia",89 min,4.9,3227.0,"36 user,2 critic","Comedy,Crime,Family","Agoura, California, USA","Follow Mary-Kate and Ashely halfway around the world in this Aussie adventure jam packed with non-stop action, laughs, super spies and surfer guys. The extraordinary escapade begins when ..."
2897,tt1226229,Get Him to the Greek,2010,4 June 2010 (USA),Nicholas Stoller,"Nicholas Stoller,Jason Segel","Jonah Hill,Russell Brand,Elisabeth Moss","Russell Brand,Rose Byrne,Tyler McKinney,Zoe Salmon,Lino Facioli,Lars Ulrich,Mario Lopez,Pink,Billy Bush,Kurt Loder,Christina Aguilera,Colm Meaney,Ray Siegle,Chad Cleven,Jonathan Chris Lopez",English,USA,109 min,6.4,140472.0,"196 user,221 critic","Comedy,Music","550 S. Flower St, Los Angeles, California, USA",A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.
2900,tt0109127,Angels in the Outfield,1994,15 July 1994 (USA),William Dear,"Dorothy Kingsley,George Wells","Danny Glover,Brenda Fricker,Tony Danza","Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,Ben Johnson,Jay O. Sanders,Joseph Gordon-Levitt,Milton Davis Jr.,Taylor Negron,Tony Longo,Neal McDonough,Stoney Jackson,Adrien Brody,Tim Conlon,Matthew McConaughey",English,USA,102 min,6.0,20416.0,"58 user,17 critic","Comedy,Family,Fantasy","Alameda, California, USA","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible."
2921,tt0339412,Mr 3000,2004,17 September 2004 (USA),Charles Stone III,"Eric Champnella,Keith Mitchell","Bernie Mac,Angela Bassett,Michael Rispoli","Bernie Mac,Angela Bassett,Michael Rispoli,Brian White,Ian Anthony Dale,Evan Jones,Amaury Nolasco,Dondre Whitfield,Paul Sorvino,Earl Billings,Chris Noth,Neil Brown Jr.,Scott Martin Brooks,Rich Komenich,David Devey",English,USA,104 min,5.5,11772.0,"62 user,62 critic","Comedy,Drama,Romance","Jefferson Parish, Louisiana, USA","Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal."
2923,tt0086927,Bachelor Party,1984,29 June 1984 (USA),Neal Israel,"Bob Israel,Neal Israel","Tom Hanks,Tawny Kitaen,Adrian Zmed","Tom Hanks,Tawny Kitaen,Adrian Zmed,George Grizzard,Barbara Stuart,Robert Prescott,William Tepper,Wendie Jo Sperber,Barry Diamond,Gary Grossman,Michael Dudikoff,Bradford Bancroft,Martina Finch,Deborah Harmon,Tracy Smith","English,Japanese",USA,105 min,6.2,27057.0,"78 user,34 critic",Comedy,"John Marshall High School - 3939 Tracy Street, Los Feliz, Los Angeles, California, USA",A soon-to-be-married man's friends throw him the ultimate bachelor party.
2926,tt0096734,The 'Burbs,1989,17 February 1989 (USA),Joe Dante,Dana Olsen,"Tom Hanks,Bruce Dern,Carrie Fisher","Tom Hanks,Bruce Dern,Carrie Fisher,Rick Ducommun,Corey Feldman,Wendy Schaal,Henry Gibson,Brother Theodore,Courtney Gains,Gale Gordon,Dick Miller,Robert Picardo,Cory Danziger,Franklyn Ajaye,Rance Howard",English,USA,101 min,6.8,47898.0,"256 user,67 critic","Comedy,Mystery","Colonial Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA",An overstressed suburbanite and his paramilitaric neighbor struggle to prove their paranoid theory that the new family in town is a front for a cannibalistic cult.
2964,tt0418647,Dreamer: Inspired by a True Story,2005,21 October 2005 (USA),John Gatins,John Gatins,"Kurt Russell,Dakota Fanning,Oded Fehr","Kurt Russell,Dakota Fanning,Kris Kristofferson,Elisabeth Shue,David Morse,Freddy Rodríguez,Luis Guzmán,Oded Fehr,Ken Howard,Holmes Osborne,Antonio Badrani,John Moyer,Kayren Butler,Tommy Barnes,Frank Hoyt Taylor",English,USA,106 min,6.9,9568.0,"108 user,75 critic","Drama,Family,Sport","Folsom, Louisiana, USA","Cale Crane catalyzes the rescue and rehabilitation of Sonador, a race horse with a broken leg."
2965,tt0492890,The Wild Stallion,2009,6 October 2009 (USA),Craig Clyde,"Bryce W. Fillmore,Craig Clyde","Connie Sellecca,Fred Ward,Miranda Cosgrove","Connie Sellecca,Fred Ward,Miranda Cosgrove,Danielle Chuchran,Corbin Allred,K.C. Clyde,Gib Gerard,Michael Lawson,Bob Lanoue,RaeAnn Christensen,Dustin Hunter Evans,Casey Evans,Carlisle Studer,Scotty Meek,Robert Wagner",English,USA,82 min,5.0,401.0,"4 user,5 critic","Drama,Family","Fairview, Utah, USA","A story about two girls, CJ and Hanna. CJ lives on a ranch, Hanna comes to visit and decides to photograph wild horses for a school project. The girls become great friends and learn of a plot that might jeopardize the mustangs."
2998,tt1762399,Walking with Dinosaurs 3D,2013,20 December 2013 (USA),"Barry Cook,Neil Nightingale","John Collee,Gerry Swallow","Charlie Rowe,Karl Urban,Angourie Rice","Charlie Rowe,Karl Urban,Angourie Rice,John Leguizamo,Justin Long,Skyler Stone,Tiya Sircar,Clay Savage,Jude Tinsely,Mary Mouser,Katie Silverman,Madison Rothschild,Michael Leone",English,"USA,UK,Australia",87 min,5.2,8256.0,"63 user,113 critic","Animation,Adventure,Family",New Zealand,"See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages."
3025,tt0053172,Pillow Talk,1959,7 October 1959 (USA),Michael Gordon,"Stanley Shapiro,Maurice Richlin","Rock Hudson,Doris Day,Tony Randall","Rock Hudson,Doris Day,Tony Randall,Thelma Ritter,Nick Adams,Julia Meade,Allen Jenkins,Marcel Dalio,Lee Patrick,Mary McCarty,Alex Gerry,Hayden Rorke,Valerie Allen,Jacqueline Beer,Arlen Stuart","English,French",USA,102 min,7.5,10840.0,"82 user,44 critic","Comedy,Romance","Central Park, Manhattan, New York City, New York, USA","A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised."
3026,tt0048317,Love Me or Leave Me,1955,10 June 1955 (USA),Charles Vidor,"Daniel Fuchs,Isobel Lennart","Doris Day,James Cagney,Cameron Mitchell","Doris Day,James Cagney,Cameron Mitchell,Robert Keith,Tom Tully,Harry Bellaver,Richard Gaines,Peter Leeds,Claude Stroud,Audrey Young,John Harding",English,USA,122 min,7.3,2590.0,"52 user,19 critic","Biography,Drama,Music","Hollywood, Los Angeles, California, USA","A fictionalized account of the career of jazz singer Ruth Etting and her tempestuous marriage to gangster Marty Snyder, who helped propel her to stardom."
3039,tt0041944,Take Me Out to the Ball Game,1949,April 1949 (USA),Busby Berkeley,"Harry Tugend,George Wells","Frank Sinatra,Esther Williams,Gene Kelly","Frank Sinatra,Esther Williams,Gene Kelly,Betty Garrett,Edward Arnold,Jules Munshin,Richard Lane,Tom Dugan,Ramon Blackburn,Royce Blackburn",English,USA,93 min,6.8,2096.0,"30 user,22 critic","Comedy,Musical,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins, a suspected 'fathead' who intends to take an active interest in running the team. But K.C. ..."
3084,tt0045177,Son of Paleface,1952,14 July 1952 (USA),Frank Tashlin,"Frank Tashlin,Robert L. Welch","Bob Hope,Jane Russell,Roy Rogers","Bob Hope,Jane Russell,Roy Rogers,Trigger,Bill Williams,Lloyd Corrigan,Paul E. Burns,Douglass Dumbrille,Harry von Zell,Iron Eyes Cody,William 'Wee Willie' Davis,Charles Cooley",English,USA,95 min,7.0,1525.0,"22 user,10 critic","Comedy,Romance,Western","Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA","Junior Potter returns to claim his father's gold, which is nowhere to be found. 'Mike' is the luscious head of a gang of thieves, and Roy Barton is the federal marshal hot on her trail."
3106,tt0052225,South Pacific,1958,14 April 1958 (Brazil),Joshua Logan,"Paul Osborn,Richard Rodgers","Rossano Brazzi,Mitzi Gaynor,John Kerr","Rossano Brazzi,Mitzi Gaynor,John Kerr,Ray Walston,Juanita Hall,France Nuyen,Russ Brown,Jack Mullaney,Ken Clark,Floyd Simmons,Candace Lee,Warren Hsieh,Tom Laughlin,Giorgio Tozzi,Archie Savage","English,French",USA,157 min,7.0,5776.0,"104 user,33 critic","Musical,Romance,War","Kaua'i, Hawaii, USA","On a South Pacific island during World War II, love blooms between a young nurse and a secretive Frenchman who's being courted for a dangerous military mission."
3110,tt0068909,Man of La Mancha,1972,8 September 1973 (Italy),Arthur Hiller,"Dale Wasserman,Dale Wasserman","Peter O'Toole,Sophia Loren,James Coco","Peter O'Toole,Sophia Loren,James Coco,Harry Andrews,John Castle,Brian Blessed,Ian Richardson,Julie Gregg,Rosalie Crutchley,Gino Conforti,Marne Maitland,Dorothy Sinclair,Miriam Acevedo,Dominic Barto,Poldo Bendandi",English,"Italy,USA",132 min,6.6,2839.0,"66 user,15 critic","Drama,Fantasy,Musical","Dino De Laurentiis Cinematografica Studios, Rome, Lazio, Italy","This musical version of Don Quixote is framed by an incident allegedly from the life of its author, Miguel de Cervantes. Don Quixote is the mad, aging nobleman who embarrasses his ..."
3166,tt0052837,The Gazebo,1959,January 1960 (USA),George Marshall,"George Wells,Alec Coppel","Glenn Ford,Debbie Reynolds,Carl Reiner","Glenn Ford,Debbie Reynolds,Carl Reiner,John McGiver,Mabel Albertson,Doro Merande,Bert Freed,Martin Landau,Robert Ellenstein,Dick Wessel,Herman",English,USA,100 min,7.0,1032.0,"25 user,4 critic","Comedy,Crime,Thriller","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.
3174,tt0053054,The Mating Game,1959,October 1959 (Austria),George Marshall,"William Roberts,H.E. Bates","Debbie Reynolds,Tony Randall,Paul Douglas","Debbie Reynolds,Tony Randall,Paul Douglas,Fred Clark,Una Merkel,Philip Ober,Philip Coolidge,Charles Lane,Trevor Bardette,William Smith,Addison Powell,Rickey Murray,Donald Losby,Cheryl Bailey,Caryl Bailey",English,USA,96 min,7.0,893.0,"17 user,1 critic","Comedy,Romance","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","Tax collector Lorenzo Charlton comes to the Larkins' farm to ask why Pop Larkins hasn't paid his back taxes. Charlton has to stay for a day to try to estimate the income from the farm, but ..."
3186,tt0049096,The Court Jester,1955,27 January 1956 (USA),"Melvin Frank,Norman Panama","Norman Panama,Melvin Frank","Danny Kaye,Glynis Johns,Basil Rathbone","Danny Kaye,Glynis Johns,Basil Rathbone,Angela Lansbury,Cecil Parker,Mildred Natwick,Robert Middleton,Michael Pate,Herbert Rudley,Noel Drayton,John Carradine,Edward Ashley,Alan Napier,Lewis Martin,Patrick Aherne",English,USA,101 min,8.0,8762.0,"102 user,32 critic","Adventure,Comedy,Family","Palos Verdes, California, USA",A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful king.
3193,tt0422774,Are We Done Yet?,2007,4 April 2007 (USA),Steve Carr,"Hank Nelken,Hank Nelken","Ice Cube,Nia Long,John C. McGinley","Ice Cube,Nia Long,John C. McGinley,Aleisha Allen,Philip Bolden,Jonathan Katz,Linda Kash,Alexander Kalugin,Dan Joffre,Pedro Miguel Arce,Tahj Mowry,Jacob Vargas,Brenda Prieur,Hayes MacArthur,Colin Strange",English,"Canada,USA",92 min,3.9,14591.0,"57 user,65 critic","Comedy,Drama,Family","Burnaby, British Columbia, Canada",Newlyweds Nick (Ice Cube) and Suzanne (Long) decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor (McGinley) with a bizarre approach to business.
3210,tt1244093,Hisss,2010,22 October 2010 (India),Jennifer Chambers Lynch,"Jennifer Chambers Lynch,Gulfam Khan","Mallika Sherawat,Irrfan Khan,Jeff Doucette","Mallika Sherawat,Irrfan Khan,Jeff Doucette,Divya Dutta,Raman Trikha,Mahmoud Babai,Sunny Charles,Tony Ciccone,Parvez Khan,Govind Menon,Sunita Rajwar,Meenakshi Thakur","English,Hindi","India,USA",98 min,3.0,1112.0,"22 user,26 critic","Comedy,Drama,Horror","Chennai, Tamil Nadu, India",Based on the Far Eastern myth of the snake woman who is able to take on human form.
3239,tt0388795,Brokeback Mountain,2005,13 January 2006 (USA),Ang Lee,"Annie Proulx,Larry McMurtry","Jake Gyllenhaal,Heath Ledger,Michelle Williams","Heath Ledger,Jake Gyllenhaal,Randy Quaid,Valerie Planche,Dave Trimble,Victor Reyes,Lachlan Mackintosh,Michelle Williams,Larry Reese,Marty Antonini,Tom Carey,Dan McDougall,Don Bland,Steven Cree Molison,Anne Hathaway",English,"USA,Canada",134 min,7.7,243728.0,"2,249 user,356 critic","Drama,Romance","Calgary, Alberta, Canada",The story of a forbidden and secretive relationship between two cowboys and their lives over the years.
3275,tt0398027,Down in the Valley,2005,9 December 2005 (Sweden),David Jacobson,David Jacobson,"Edward Norton,Evan Rachel Wood,David Morse","Edward Norton,Evan Rachel Wood,David Morse,Rory Culkin,Bruce Dern,John Diehl,Geoffrey Lewis,Elizabeth Peña,Kat Dennings,Hunter Parrish,Aviva Baumann,Aaron Fors,Heather Ashleigh,Jennifer Echols,Cesar Flores",English,USA,114 min,6.5,16322.0,"110 user,74 critic","Drama,Romance,Thriller","Los Angeles, California, USA","Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman."
3388,tt1091751,The Longshots,2008,22 August 2008 (USA),Fred Durst,Nick Santora,"Ice Cube,Keke Palmer,Tasha Smith","Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,Dash Mihok,Matt Craven,Glenn Plummer,Garrett Morris,Miles Chandler,Malcolm Goodwin,Michael Colyar,Dean Delray,Earthquake,Hugo Perez,Sheran Goodspeed Keyton",English,USA,94 min,5.1,3074.0,"19 user,47 critic","Biography,Comedy,Drama","Minden, Louisiana, USA","The true story of Jasmine Plummer who, at the age of eleven, became the first female to play in Pop Warner football tournament in its 56-year history."
3395,tt0313911,Agent Cody Banks,2003,14 March 2003 (USA),Harald Zwart,"Ashley Miller,Zack Stentz","Frankie Muniz,Hilary Duff,Andrew Francis","Frankie Muniz,Hilary Duff,Angie Harmon,Keith David,Cynthia Stevenson,Arnold Vosloo,Daniel Roebuck,Ian McShane,Darrell Hammond,Martin Donovan,Marc Shelton,Chris Gauthier,Harry Van Gorkum,Connor Widdows,Eliza Norbury",English,"USA,Canada",102 min,5.0,24721.0,"104 user,78 critic","Action,Adventure,Comedy","Burnaby, British Columbia, Canada",A government agent trains Cody Banks in the ways of covert operations that require younger participants.
3409,tt0087265,The Flamingo Kid,1984,21 December 1984 (USA),Garry Marshall,"Neal Marshall,Garry Marshall","Matt Dillon,Hector Elizondo,Molly McCarthy","Matt Dillon,Hector Elizondo,Molly McCarthy,Martha Gehman,Richard Crenna,Jessica Walter,Carole Davis,Janet Jones,Brian McNamara,Fisher Stevens,Mel Allen,Seth Allen,David Barry,George Blumenthal,Nicole Brandon",English,USA,100 min,6.2,3788.0,"17 user,6 critic","Comedy,Drama,Romance","39-26 62nd Street, Queens, New York City, New York, USA",Jeffrey Willis has just finished high school and isn't quite sure what the future holds. His parents expect him to go to college but he is starting to find his close-knit family stifling. ...
3410,tt0116059,Dear God,1996,1 November 1996 (USA),Garry Marshall,"Warren Leight,Ed Kaplan","Greg Kinnear,Laurie Metcalf,Maria Pitillo","Greg Kinnear,Laurie Metcalf,Maria Pitillo,Tim Conway,Hector Elizondo,Jon Seda,Roscoe Lee Browne,Anna Maria Horsford,Kathleen Marshall,Isadora O'Boto,Felix Pire,Donal Logue,Sam McMurray,Nancy Marchand,Larry Miller",English,USA,112 min,5.2,3000.0,"35 user,21 critic",Comedy,"Union Station, 800 North Alameda Street, Los Angeles, California, USA","When letters written to God start getting results, and replies, people everywhere are amazed. The Post Office however is annoyed."
3449,tt1655460,Wanderlust,2012,24 February 2012 (USA),David Wain,"David Wain,Ken Marino","Jennifer Aniston,Paul Rudd,Malin Akerman","Paul Rudd,Jennifer Aniston,Justin Theroux,Alan Alda,Malin Akerman,Ken Marino,Joe Lo Truglio,Kathryn Hahn,Kerri Kenney,Lauren Ambrose,Michaela Watkins,Jordan Peele,Linda Lavin,Jessica St. Clair,Todd Barry",English,USA,98 min,5.6,59026.0,"136 user,160 critic",Comedy,"Atlanta, Georgia, USA","Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules."
3509,tt0095690,Mystic Pizza,1988,21 October 1988 (USA),Donald Petrie,"Amy Holden Jones,Amy Holden Jones","Annabeth Gish,Julia Roberts,Lili Taylor","Annabeth Gish,Julia Roberts,Lili Taylor,Vincent D'Onofrio,William R. Moses,Adam Storke,Conchata Ferrell,Joanna Merlin,Porscha Radcliffe,John Fiore,Gene Amoroso,Sheila Ferrini,Janet Zarish,Louis Turenne,Lauren O'Brien",English,USA,104 min,6.2,16902.0,"71 user,33 critic","Comedy,Drama,Romance","Connecticut, USA",Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.
